"","koi_disposition","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_duration","ra","dec"
"1664","CONFIRMED",0,0,0,0,2.543063763,132.68159,2.8473,295.50269,43.232792
"1665","CONFIRMED",0,0,0,0,3.177414601,134.478892,1.5262,286.16205,39.678001
"1666","CONFIRMED",0,0,0,0,2.168451063,132.14107,1.458,288.74994,48.277168
"1667","CONFIRMED",0,0,0,0,37.8154157,141.10346,4.662,297.29242,49.981628
"1668","CONFIRMED",0,0,1,0,53.5783052,171.1857,5.194,297.29242,49.981628
"1669","CANDIDATE",0,0,0,0,6.69332825,137.70324,2.311,300.24222,44.141399
"1670","CANDIDATE",0,0,0,0,33.1362861,169.50676,4.163,300.24222,44.141399
"1671","CANDIDATE",0,0,0,0,7.72513619,176.80202,2.042,300.24222,44.141399
"1672","CONFIRMED",0,0,0,0,10.71253475,137.16499,2.7186,299.07709,45.440639
"1673","CONFIRMED",0,0,0,0,32.5635249,163.46038,5.418,283.29214,45.434109
"1674","CANDIDATE",0,0,0,0,12.19140405,136.33677,1.8832,300.1705,43.98497
"1675","CONFIRMED",0,0,0,0,6.11784972,133.61873,3.458,290.23584,50.03009
"1676","CONFIRMED",0,0,0,0,3.97599629,133.62238,2.2029,287.52963,38.894508
"1677","CONFIRMED",0,0,0,0,7.68478504,137.64035,2.447,288.83401,44.838249
"1678","FALSE POSITIVE",0,0,1,0,0.990516282,131.84152,2.019,299.84909,47.20256
"1679","CONFIRMED",0,0,0,0,15.0447098,133.20895,5.823,293.72586,47.24704
"1680","FALSE POSITIVE",0,0,1,0,29.0726293,136.97364,2.516,290.37512,41.43375
"1681","CONFIRMED",0,0,0,0,1.118547814,132.84826,1.5534,296.60342,44.129261
"1682","CONFIRMED",0,0,0,0,6.42199919,134.58037,2.6192,291.87134,44.087379
"1683","CANDIDATE",0,0,0,0,9.75374033,134.06014,2.348,293.90057,50.427052
"1684","CONFIRMED",0,0,0,0,81.3153052,175.9957,5.807,294.56937,45.671261
"1685","CONFIRMED",0,0,0,0,51.3283527,177.67418,9.357,281.32257,48.066502
"1686","CONFIRMED",0,0,0,0,19.7919389,149.30719,3.787,287.38208,49.452389
"1687","CONFIRMED",0,0,0,0,26.8475962,142.17023,10.068,291.88004,45.387932
"1688","CONFIRMED",0,0,0,0,62.8917493,139.12778,6.831,286.36746,48.423931
"1689","CONFIRMED",0,0,0,0,14.87149773,137.69573,2.4076,293.67422,47.908459
"1690","CONFIRMED",0,0,0,0,2.732767897,354.09581,1.1102,293.67422,47.908459
"1691","FALSE POSITIVE",0,1,0,0,119.8401019,161.863461,3.6796,287.40244,39.190731
"1692","CONFIRMED",0,0,0,0,9.61375316,132.185679,4.654,290.35815,44.518749
"1693","CANDIDATE",0,0,0,0,6.6254781,136.1733,2.358,287.52963,38.894508
"1694","CANDIDATE",0,0,0,0,29.9685917,147.8598,6.678,286.97128,44.708302
"1695","CONFIRMED",0,0,0,0,33.2407985,143.46683,4.675,290.34851,50.902851
"1696","FALSE POSITIVE",0,0,1,1,2.97600846,132.98121,4.274,290.13821,38.491184
"1697","CONFIRMED",0,0,0,0,15.18727049,134.05495,4.509,294.61481,40.833172
"1698","CONFIRMED",0,0,0,0,28.6853212,159.87094,6.307,292.29062,44.653252
"1699","CONFIRMED",0,1,0,0,0.588001053,132.058754,1.1451,292.77338,44.178131
"1700","CONFIRMED",0,0,0,0,85.7357202,170.98121,7.625,289.4415,42.498131
"1701","CONFIRMED",0,0,0,0,1.078389713,133.25041,1.3394,290.27969,41.515049
"1702","CONFIRMED",0,0,0,0,5.03728033,134.1094,2.0619,294.46854,49.33102
"1703","CONFIRMED",0,0,0,0,3.289726319,131.75522,2.3274,286.28473,44.781551
"1704","CONFIRMED",0,0,0,0,7.18644594,136.62345,1.4972,286.28473,44.781551
"1705","CONFIRMED",0,0,0,0,15.94248453,146.33157,3.4894,293.82431,42.779701
"1706","CONFIRMED",0,0,0,0,41.0081117,147.03382,4.376,286.16205,39.678001
"1707","CONFIRMED",0,0,0,0,11.55562042,138.19752,1.6758,293.32242,42.86747
"1708","CANDIDATE",0,0,0,0,12.2885046,141.61869,2.807,301.34286,44.672211
"1709","CONFIRMED",0,0,0,0,17.13263125,147.1546,3.0555,295.56799,42.478298
"1710","CONFIRMED",0,0,0,0,19.0231361,139.65988,3.431,292.17114,40.916309
"1711","CONFIRMED",0,0,0,0,4.57948235,135.09685,3.106,292.17114,40.916309
"1712","CONFIRMED",0,0,0,0,1.003931703,132.09988,1.4361,298.30273,47.694031
"1713","FALSE POSITIVE",0,1,0,0,0.614083885,132.46969,0.9817,297.01965,49.997379
"1714","CONFIRMED",0,0,0,0,55.8224775,169.03741,5.457,287.2977,47.455441
"1715","FALSE POSITIVE",1,0,0,0,1.34145255,132.69106,7.502,294.15366,46.309681
"1716","CONFIRMED",0,0,0,0,6.11010439,136.91214,2.314,294.91156,46.491459
"1717","CONFIRMED",0,1,0,0,4.286866229,138.614882,4.4726,291.08014,43.860199
"1718","CANDIDATE",0,0,0,0,10.27380957,134.65748,3.252,292.42758,37.320808
"1719","CONFIRMED",0,0,0,0,13.39155154,133.05499,3.391,285.1828,43.831078
"1720","CONFIRMED",0,0,0,0,5.62904396,134.74679,3.7295,285.1828,43.831078
"1721","CANDIDATE",0,0,0,0,8.2562857,137.9267,2.0378,285.1828,43.831078
"1722","CONFIRMED",0,0,0,0,12.33087921,361.9744,3.0664,293.82431,42.779701
"1723","CONFIRMED",0,0,0,0,4.421566535,132.18465,2.1229,281.11176,42.45491
"1724","CONFIRMED",0,0,0,0,15.72585941,133.98774,3.8284,294.15332,46.166439
"1725","CONFIRMED",0,0,0,0,1.252753881,133.17054,2.1472,291.1452,44.062538
"1726","CANDIDATE",0,0,0,0,13.36019864,131.81481,2.788,286.47934,39.269958
"1727","CONFIRMED",0,0,0,0,76.957056,192.33682,9.551,286.00296,44.756592
"1728","CANDIDATE",0,0,0,0,14.97974335,143.46174,4.126,285.90848,38.212719
"1729","CANDIDATE",0,0,0,0,6.7445683,135.5092,3.813,283.75385,47.796951
"1730","CANDIDATE",0,0,0,0,33.35859852,137.57061,2.286,298.07474,40.94899
"1731","CANDIDATE",0,0,0,0,8.84784273,140.15085,2.0572,285.08655,40.898998
"1732","CONFIRMED",0,0,0,0,9.98970266,133.76102,3.7,292.16858,43.779671
"1733","CONFIRMED",0,0,0,0,5.63252508,133.81818,2.1448,295.10995,43.915211
"1734","CONFIRMED",0,0,0,0,1.442592305,134.07188,2.9698,294.95892,38.591572
"1735","CONFIRMED",0,0,0,0,14.17222858,142.60134,2.6297,291.60718,38.410389
"1736","CONFIRMED",0,0,0,0,4.92031063,135.40577,4.046,291.60718,38.410389
"1737","CANDIDATE",0,0,0,0,56.4931698,143.99262,8.704,295.1391,40.979061
"1738","CONFIRMED",0,0,0,0,13.82142084,131.79237,3.985,286.75278,49.064911
"1739","FALSE POSITIVE",0,0,1,0,2.30367952,133.76909,3.0898,287.80408,43.168961
"1740","CANDIDATE",0,0,0,0,5.78387049,135.5798,1.3966,295.30255,49.589119
"1741","CONFIRMED",0,0,0,0,11.08507658,355.03627,1.751,291.88126,44.555729
"1742","CONFIRMED",0,0,0,0,0.571038347,131.653752,1.1267,291.04993,39.14167
"1743","CANDIDATE",0,0,0,0,8.77425786,132.33386,2.2245,297.07465,39.933849
"1744","CONFIRMED",1,0,0,0,4.51005082,134.56954,2.1533,296.04233,45.985142
"1745","CONFIRMED",0,0,0,0,37.6468519,161.46355,6.344,291.64624,39.396629
"1746","CANDIDATE",0,0,0,0,29.4557841,154.17062,3.451,301.54297,44.60561
"1747","CONFIRMED",0,0,0,0,12.466004437,134.003258,5.0066,291.11188,39.949108
"1748","CONFIRMED",0,0,0,0,2.361724472,133.23932,1.2167,284.10779,44.245811
"1749","CONFIRMED",0,0,0,0,34.7630543,161.74217,4.309,292.32645,38.657581
"1750","CONFIRMED",0,0,0,0,20.0545282,136.56587,7.173,291.2562,49.258949
"1751","CONFIRMED",0,0,0,0,3.17059731,132.67813,1.6686,285.89923,48.307301
"1752","CONFIRMED",0,0,0,0,27.0142622,132.52245,5.385,295.422,38.735691
"1753","CONFIRMED",0,0,0,0,12.50945798,136.99217,3.479,295.422,38.735691
"1754","CONFIRMED",0,0,0,0,26.0203329,154.5286,4.965,290.47452,37.766602
"1755","CONFIRMED",0,0,0,0,0.769854899,132.51944,1.0243,293.1311,45.663551
"1756","CONFIRMED",0,0,0,0,6.89226333,132.4644,2.4921,281.83145,42.298908
"1757","CONFIRMED",0,0,0,0,8.07127043,137.76604,2.393,292.83215,48.21936
"1758","CONFIRMED",0,0,0,0,11.01819178,139.87858,4.635,285.72079,40.85696
"1759","CONFIRMED",0,0,0,0,30.9505927,153.84507,5.394,286.75278,49.064911
"1760","CANDIDATE",0,0,0,0,6.3143447,173.3097,2.796,285.72079,40.85696
"1761","CANDIDATE",0,0,0,0,78.7327023,168.72926,5.041,297.5582,40.541309
"1762","FALSE POSITIVE",0,1,1,0,3.979867514,132.071233,2.3607,295.6402,40.794842
"1763","CANDIDATE",0,0,0,0,42.3375799,158.25187,4.924,295.28854,49.379791
"1764","CANDIDATE",0,0,0,0,23.3593589,144.01826,5.389,292.46429,45.968288
"1765","CONFIRMED",0,0,0,0,9.69310837,134.53003,2.734,291.80801,38.6227
"1766","FALSE POSITIVE",0,1,0,0,24.2598301,132.47982,3.897,286.94415,42.580631
"1767","FALSE POSITIVE",0,1,0,0,116.5214317,144.13378,5.577,286.37,37.552521
"1768","CONFIRMED",0,0,0,0,0.813166357,131.82536,1.4122,287.94562,39.230572
"1769","CANDIDATE",0,0,0,0,10.86062378,136.65957,2.2874,291.54941,44.52729
"1770","CONFIRMED",0,0,0,0,24.08632177,148.20086,2.236,281.69397,46.946449
"1771","CANDIDATE",0,0,0,0,1.834277283,132.85895,1.7499,285.96802,48.67905
"1772","FALSE POSITIVE",0,1,1,0,17.40208965,141.93057,3.745,291.37744,47.21257
"1773","CONFIRMED",0,0,0,0,37.9456138,134.78331,4.093,289.1427,46.812889
"1774","FALSE POSITIVE",1,0,0,0,1.141877248,170.3386848,4.33931,285.39404,38.904911
"1775","FALSE POSITIVE",0,1,1,1,5.77675928,143.09616,6.789,298.80206,44.420349
"1776","CONFIRMED",0,0,0,0,24.1738244,135.62471,3.056,297.91974,45.274158
"1777","CANDIDATE",0,0,0,0,5.186737262,134.99509,0.8023,288.66449,51.498421
"1778","CANDIDATE",0,0,0,0,1.151244686,132.64551,1.272,296.06625,42.768219
"1779","CONFIRMED",0,0,0,0,1.217000383,132.03128,1.3285,295.93842,49.791142
"1780","CONFIRMED",0,0,0,0,13.6823798,139.18611,4.153,295.06424,49.35899
"1781","CANDIDATE",0,0,0,0,2.42088277,133.57809,2.812,293.20377,43.057011
"1782","CONFIRMED",0,0,0,0,8.79618433,135.67645,3.3781,295.46338,45.81274
"1783","CANDIDATE",0,0,0,0,16.85592593,138.26808,2.309,291.7262,37.5289
"1784","CONFIRMED",0,0,0,0,14.36270451,141.435,4.564,296.96881,47.751492
"1785","CANDIDATE",0,0,0,0,69.8956789,160.66805,5.276,296.69727,46.371712
"1786","CONFIRMED",1,0,0,0,6.24667547,136.38688,11.261,285.67288,44.11673
"1787","CONFIRMED",0,0,0,0,2.344512589,132.87316,1.4116,290.54364,47.725887
"1788","CONFIRMED",0,0,0,0,5.766165573,134.01725,3.8314,291.11188,39.949108
"1789","CONFIRMED",0,0,0,0,18.3027235,142.89166,8.262,292.71445,44.082329
"1790","CONFIRMED",0,0,0,0,2.888904439,132.15271,1.6043,287.30283,39.289688
"1791","CONFIRMED",0,0,0,0,17.14648756,140.66122,4.2354,290.04327,47.25798
"1792","CONFIRMED",0,0,0,0,16.09227518,142.51659,2.1072,294.94858,46.438641
"1793","CANDIDATE",0,0,0,0,38.103908,161.08647,3.837,290.703,38.567032
"1794","CONFIRMED",0,0,0,0,62.7843981,157.30698,4.81,295.70111,38.945831
"1795","CANDIDATE",0,0,0,0,91.500873,165.67309,4.842,296.85101,50.698929
"1796","CANDIDATE",0,0,0,0,44.2993483,141.28194,4.298,282.03329,44.478008
"1797","CANDIDATE",0,0,0,0,3.13877646,133.65614,1.6663,299.85184,43.732182
"1798","FALSE POSITIVE",1,0,0,0,5.24242029,133.23047,6.413,294.3847,46.157841
"1799","CONFIRMED",0,0,0,0,35.9682692,138.66885,2.839,292.80865,49.579441
"1800","CONFIRMED",0,0,0,0,25.3690868,143.68699,4.746,287.5849,49.154789
"1801","CANDIDATE",0,0,0,0,6.89213244,131.63179,1.725,290.87137,45.410301
"1802","CONFIRMED",0,0,0,0,42.3006282,168.77783,4.372,289.40671,39.33884
"1803","FALSE POSITIVE",0,1,0,0,0.838597429,141.537817,1.68668,294.9133,41.074711
"1804","CONFIRMED",0,0,0,0,55.1866213,180.75953,9.133,296.80344,46.74115
"1805","FALSE POSITIVE",0,0,1,1,1.728528176,131.80851,3.682,295.50107,40.410225
"1806","CONFIRMED",0,0,0,0,14.97436238,141.50057,2.4461,299.23694,45.834702
"1807","CONFIRMED",0,0,0,0,3.97076603,134.63962,1.814,295.30817,43.044411
"1808","CONFIRMED",0,0,0,0,2.352273912,131.80267,1.7389,286.71661,47.425629
"1809","FALSE POSITIVE",1,0,0,0,22.0425953,134.1281,61.2018,296.25507,42.53022
"1810","CANDIDATE",0,0,0,0,23.34036251,136.20727,2.054,287.29251,39.383221
"1811","CANDIDATE",0,0,0,0,37.8034121,155.37719,4.641,288.64252,46.21566
"1812","CANDIDATE",0,0,0,0,15.03366411,144.98055,3.272,298.45013,44.284012
"1813","CANDIDATE",0,0,0,0,131.485184,177.48749,5.294,287.1532,42.421612
"1814","CANDIDATE",0,0,0,0,16.2908527,132.11774,3.176,289.54514,39.164429
"1815","CONFIRMED",0,0,0,0,106.247882,135.7435,13.78,286.67145,49.406288
"1816","CONFIRMED",0,0,0,0,8.508333104,134.785645,3.4559,295.95135,43.852051
"1817","CONFIRMED",0,0,0,0,12.94123564,139.89901,4.636,296.85342,50.03735
"1818","CONFIRMED",0,0,0,0,5.349791,133.8836,4.279,289.48581,50.94416
"1819","CANDIDATE",0,0,0,0,147.281212,148.80124,7.375,292.31467,48.140461
"1820","CONFIRMED",0,0,0,0,5.26211833,136.37566,3.244,299.13617,45.86993
"1821","CONFIRMED",0,0,0,0,12.1628195,137.52402,2.3161,299.13617,45.86993
"1822","CONFIRMED",0,0,0,0,23.5541012,144.21486,7.3,294.99176,40.144409
"1823","CONFIRMED",0,0,0,0,41.6977582,134.24608,5.513,291.93365,44.115501
"1824","CONFIRMED",0,0,0,0,4.79029482,134.95277,2.7219,292.08478,49.23748
"1825","CONFIRMED",0,0,0,0,38.6715843,157.61988,5.532,299.96567,44.160889
"1826","CONFIRMED",0,0,0,0,8.32651854,135.58655,5.483,297.01913,44.327518
"1827","CONFIRMED",0,0,0,0,5.53533152,132.76087,2.793,289.388,50.59705
"1828","CONFIRMED",0,0,0,0,16.7261969,143.74673,2.708,289.388,50.59705
"1829","CONFIRMED",0,0,0,0,21.58752788,142.96728,4.4968,291.11188,39.949108
"1830","CANDIDATE",0,0,0,0,3.757294695,133.95965,0.9269,290.26535,40.548649
"1831","CONFIRMED",0,0,0,0,3.2828024,131.89965,3.2532,294.13791,42.370499
"1832","CANDIDATE",0,0,0,0,4.64495172,136.02095,3.366,284.32852,40.568909
"1833","CANDIDATE",0,0,0,0,16.6671415,141.76551,3.526,288.45605,45.80212
"1834","CANDIDATE",0,0,0,0,16.48686712,139.20338,1.431,296.56006,46.857479
"1835","CONFIRMED",0,0,0,0,2.685054445,132.60443,1.0473,284.09763,47.810638
"1836","CONFIRMED",0,0,0,0,16.8600805,139.84916,5.557,295.88751,43.156059
"1837","CONFIRMED",0,0,0,0,1.54320541,131.5554,2.5779,289.35867,50.59848
"1838","CONFIRMED",0,0,0,0,49.5004725,139.04294,5.772,291.2431,44.00872
"1839","CONFIRMED",0,0,0,0,6.47539108,137.5825,2.7048,291.2431,44.00872
"1840","CONFIRMED",0,0,0,0,16.85825609,142.34289,2.0728,291.2431,44.00872
"1841","FALSE POSITIVE",0,1,0,0,3.132604547,136.010454,3.6337,289.26166,47.815521
"1842","CONFIRMED",0,0,0,0,2.949029106,133.13832,2.0311,290.91449,42.286579
"1843","CONFIRMED",0,0,0,0,37.8658964,134.36237,4.782,291.77164,47.5299
"1844","CONFIRMED",0,0,0,0,8.30865307,138.10788,3.2747,291.6409,41.241039
"1845","CONFIRMED",0,0,0,0,11.93205399,142.10648,6.205,283.19208,41.305389
"1846","CONFIRMED",0,0,0,0,7.54235832,132.96117,4.73,283.19208,41.305389
"1847","CONFIRMED",0,0,0,0,5.02818253,134.10891,3.526,294.13791,42.370499
"1848","CONFIRMED",0,0,0,0,1.897828815,132.6785,2.7114,294.13791,42.370499
"1849","CONFIRMED",0,0,0,0,10.62788695,137.81843,4.576,292.54752,41.64296
"1850","CANDIDATE",0,0,0,0,34.135676,157.7959,9.12,295.24734,45.757401
"1851","CONFIRMED",0,0,0,0,1.104462494,132.32134,1.0458,290.95355,45.719528
"1852","CONFIRMED",0,0,0,0,4.89336495,133.6449,3.485,289.74731,39.523453
"1853","CONFIRMED",0,0,0,0,11.17392077,134.70626,3.307,296.30795,43.82135
"1854","CANDIDATE",0,0,0,0,31.0325991,152.27157,3.476,296.71274,48.272308
"1855","FALSE POSITIVE",0,1,0,0,0.512407185,132.240449,1.0579,282.28439,42.15419
"1856","CANDIDATE",0,0,0,0,4.150297119,134.9355,1.2058,282.14923,43.37859
"1857","CANDIDATE",0,0,0,0,5.89661966,134.03046,3.154,285.93069,39.098141
"1858","CONFIRMED",0,0,0,0,33.4178173,155.58781,4.645,283.16196,45.198311
"1859","CONFIRMED",0,0,0,0,2.053341891,134.51606,2.596,290.10196,48.251141
"1860","CANDIDATE",0,0,0,0,56.7769831,181.09789,6.864,287.47763,46.141178
"1861","CONFIRMED",0,0,0,0,18.78429232,137.88207,3.1136,295.25116,45.842972
"1862","CONFIRMED",0,0,0,0,3.61460279,134.69521,3.227,283.19208,41.305389
"1863","CONFIRMED",0,0,0,0,13.15140223,144.16237,5.439,297.78659,47.88612
"1864","CANDIDATE",0,0,0,0,18.5084526,131.54555,6.596,289.84286,38.309601
"1865","FALSE POSITIVE",0,1,1,0,7.47763833,133.40976,2.5693,300.22519,43.758179
"1866","CONFIRMED",0,0,0,0,42.1918331,155.31211,7.083,288.28052,46.3409
"1867","CONFIRMED",0,0,0,0,3.73090026,132.89428,2.9095,294.18927,45.151581
"1868","CANDIDATE",0,0,0,0,86.130534,200.9117,3.321,294.18927,45.151581
"1869","CONFIRMED",0,0,0,0,2.787874175,133.90417,2.0348,296.72449,49.532711
"1870","CONFIRMED",0,0,0,0,37.9962369,162.97984,6.7751,291.11188,39.949108
"1871","CANDIDATE",0,0,0,0,8.46354384,134.35341,1.4078,297.52542,49.401451
"1872","CONFIRMED",0,0,0,0,17.23232894,135.0922,4.5568,296.99863,42.78196
"1873","CONFIRMED",0,0,0,0,28.5057217,132.92075,6.324,292.23242,38.89222
"1874","CONFIRMED",0,0,0,0,53.5991459,147.43015,6.811,291.28207,46.965988
"1875","CANDIDATE",0,0,0,0,16.4581861,134.01969,1.9637,294.52545,49.872471
"1876","CANDIDATE",0,0,0,0,191.86419296,294.47036,4.9,287.24118,39.33276
"1877","CANDIDATE",0,0,0,0,13.72549689,145.03352,7.62,287.24118,39.33276
"1878","CANDIDATE",0,0,0,0,176.331289,170.8589,13.89,297.28317,46.90453
"1879","CONFIRMED",0,0,0,0,0.693842661,132.18157,1.6197,294.97882,46.00565
"1880","CONFIRMED",0,0,0,0,83.4887405,188.53792,6.21,293.23022,48.281368
"1881","CONFIRMED",0,0,0,0,34.0607677,141.35928,2.471,293.23022,48.281368
"1882","CANDIDATE",0,0,0,0,6.2141496,132.25182,10.141,291.72916,38.070019
"1883","CANDIDATE",0,0,0,0,31.5888979,155.61538,3.438,294.56693,46.075802
"1884","CONFIRMED",0,0,0,0,59.9809868,176.14903,7.588,281.56995,47.398689
"1885","CONFIRMED",0,0,0,0,25.7457957,135.94806,7.073,281.56995,47.398689
"1886","CANDIDATE",0,0,0,0,11.92979348,136.66919,6.152,288.30869,51.478291
"1887","CANDIDATE",0,0,0,0,17.65737838,136.585509,3.509,284.35202,41.519199
"1888","CONFIRMED",0,0,0,0,4.3394569,132.80309,2.3652,294.51767,50.670399
"1889","CONFIRMED",0,0,0,0,2.852348262,132.044534,0.7051,286.59427,37.891258
"1890","CONFIRMED",0,0,0,0,65.6480892,173.30166,5.746,292.2478,47.878448
"1891","FALSE POSITIVE",1,0,0,0,102.653705,222.9895,53.5887,293.41794,48.198849
"1892","CANDIDATE",0,0,0,0,14.83340944,135.44213,3.927,293.98358,39.57288
"1893","FALSE POSITIVE",0,0,1,0,0.987338654,131.88155,2.591,300.77875,45.110222
"1894","CANDIDATE",0,0,0,0,101.1323475,210.18316,4.366,291.81302,38.088181
"1895","FALSE POSITIVE",0,0,0,1,1.811460943,132.93207,5.065,295.47537,45.239979
"1896","CONFIRMED",0,0,0,0,16.07673148,143.39091,2.205,288.47964,47.101768
"1897","CONFIRMED",0,0,0,0,18.87058705,143.95639,3.4701,286.892,38.31855
"1898","CANDIDATE",0,0,0,0,22.1334224,152.18405,2.049,297.28549,41.305592
"1899","CONFIRMED",0,0,0,0,17.1369408,141.01497,6.416,283.10385,43.148041
"1900","CONFIRMED",0,0,0,0,26.6951944,143.9999,4.576,296.99863,42.78196
"1901","CANDIDATE",0,0,0,0,7.72085047,136.563,1.8264,284.49033,42.648289
"1902","CONFIRMED",0,0,0,0,6.312508525,132.654418,2.7455,287.89163,39.33913
"1903","CANDIDATE",0,0,0,0,4.19577385,135.17605,2.1557,294.84003,39.085991
"1904","CONFIRMED",0,0,0,0,7.1329472,135.99259,4.368,288.96124,42.265011
"1905","CONFIRMED",0,0,0,0,8.91901228,140.0777,4.141,288.96124,42.265011
"1906","CANDIDATE",0,0,0,0,4.5620407,132.64295,2.8521,297.65143,40.352551
"1907","CANDIDATE",0,0,0,0,7.5966998,131.95296,3.667,285.13831,45.004539
"1908","FALSE POSITIVE",0,0,1,0,2.392630668,133.7861,1.3705,285.13831,45.004539
"1909","CONFIRMED",0,0,0,0,17.6700291,131.60103,6.693,295.48123,40.731979
"1910","CANDIDATE",0,0,0,0,15.40877383,139.4831786,3.49,295.48123,40.731979
"1911","CONFIRMED",0,0,0,0,108.593113,173.75198,7.989,285.69199,45.689388
"1912","CONFIRMED",0,0,0,0,19.9865916,135.52265,4.391,288.61792,48.098412
"1913","CONFIRMED",0,0,0,0,12.12580644,142.10763,3.289,288.61792,48.098412
"1914","CANDIDATE",0,0,0,0,76.421501,164.4879,7.218,289.97934,40.14283
"1915","CONFIRMED",0,0,0,0,56.2590881,164.21993,8.114,291.11188,39.949108
"1916","CONFIRMED",0,0,0,0,1.646801683,132.0615,1.1966,290.43402,44.107651
"1917","CONFIRMED",0,0,0,0,3.78861833,134.61419,2.808,298.42633,47.946781
"1918","CONFIRMED",0,0,0,0,10.45839865,137.65416,3.154,284.99963,49.47998
"1919","CANDIDATE",0,0,0,0,21.1033014,144.66035,2.059,283.75482,45.335178
"1920","CANDIDATE",0,0,0,0,95.6114617,138.35664,7.489,296.70724,41.203651
"1921","CANDIDATE",0,0,0,0,58.35512552,179.39795,8.45,286.07202,45.136711
"1922","CANDIDATE",0,0,0,0,1.204686597,131.90556,0.823,289.67786,43.458134
"1923","CONFIRMED",0,0,0,0,11.8984948,133.34685,3.015,288.96124,42.265011
"1924","CONFIRMED",0,0,0,0,23.1274171,145.66194,4.901,281.56146,42.4505
"1925","CONFIRMED",0,0,0,0,5.132486123,132.15985,1.4575,291.09274,49.19006
"1926","CANDIDATE",0,0,0,0,8.77997349,138.48383,3.2201,291.91287,40.953892
"1927","CONFIRMED",0,0,0,0,10.66489514,132.00872,3.159,295.62659,49.130428
"1928","CONFIRMED",0,0,0,0,5.1233204,132.08472,2.7466,293.21738,42.720711
"1929","CONFIRMED",0,0,0,0,3.573202801,134.934397,2.88,290.76587,38.927959
"1930","CONFIRMED",0,0,0,0,61.6174528,179.08282,3.816,293.06335,39.40345
"1931","CONFIRMED",0,0,0,0,24.3398202,136.05813,3.891,291.60449,41.309361
"1932","CONFIRMED",0,0,0,0,1.755843555,133.15509,1.9425,289.14722,45.86618
"1933","CONFIRMED",0,0,0,0,5.18560081,132.32455,4.054,297.47711,39.877239
"1934","CONFIRMED",0,0,0,0,33.4698571,140.14977,4.749,288.82059,39.52282
"1935","CONFIRMED",0,0,0,0,11.89520436,132.8908,3.433,288.92401,46.057629
"1936","CANDIDATE",0,0,0,0,1.025857984,131.655621,0.8069,292.51398,42.65176
"1937","CONFIRMED",0,0,0,0,5.60013327,135.96495,2.6508,291.65778,48.009312
"1938","CONFIRMED",0,0,0,0,25.2034128,137.56393,4.515,282.14056,43.89658
"1939","CANDIDATE",0,0,0,0,1.615357809,132.7846,1.1435,292.76993,48.89962
"1940","CONFIRMED",0,0,0,0,5.640676975,138.556259,2.8354,297.20154,41.730209
"1941","CONFIRMED",0,0,0,0,25.5638626,375.27811,4.685,293.29364,42.19635
"1942","CANDIDATE",0,0,0,0,6.78341325,136.10468,3.5437,292.95416,41.934799
"1943","CONFIRMED",0,0,0,0,12.7945474,130.7668,3.4197,287.89163,39.33913
"1944","CANDIDATE",0,0,0,0,42.4269647,156.17194,5.907,295.66287,44.525841
"1945","CONFIRMED",0,0,0,0,1.434745129,132.62802,1.862,299.78546,43.67075
"1946","CANDIDATE",0,0,0,0,6.95787,359.007,4.537,291.60449,41.309361
"1947","CONFIRMED",0,0,0,0,3.28192056,132.42485,2.917,296.85205,49.084438
"1948","CONFIRMED",0,0,0,0,12.51610549,135.03333,4.853,296.85205,49.084438
"1949","CONFIRMED",0,0,0,0,5.45298742,134.15183,2.1328,285.20749,45.38435
"1950","CANDIDATE",0,0,0,0,3.26662733,136.08452,2.056,285.20749,45.38435
"1951","CONFIRMED",0,0,0,0,4.45743267,132.16006,2.3226,283.12103,43.525639
"1952","CANDIDATE",0,0,0,0,2.81814715,132.25336,1.763,292.23993,48.51157
"1953","CANDIDATE",0,0,0,0,9.4907638,131.50396,2.713,292.23993,48.51157
"1954","CANDIDATE",0,0,0,0,0.76196247,132.78371,1.282,292.23993,48.51157
"1955","FALSE POSITIVE",0,1,1,1,1.824649,147.482662,4.2285,295.24182,40.155209
"1956","CONFIRMED",0,0,0,0,2.832647249,131.82642,2.306,288.14478,51.27562
"1957","CANDIDATE",0,0,0,0,3.70063251,133.16065,5.408,292.25247,40.792721
"1958","CONFIRMED",0,0,0,0,3.93083997,135.19393,2.932,282.39462,48.75914
"1959","CONFIRMED",0,0,0,0,7.63008196,137.07948,2.78,282.39462,48.75914
"1960","CONFIRMED",0,0,0,0,16.22378479,136.02454,2.5462,291.69955,38.145271
"1961","CANDIDATE",0,0,0,0,9.76293284,139.15802,3.064,300.61969,45.788921
"1962","CONFIRMED",0,0,0,0,58.601926,137.66825,5.522,297.72314,47.112659
"1963","CONFIRMED",0,0,0,0,25.0823402,134.13568,6.423,284.978,41.420158
"1964","CONFIRMED",0,0,0,0,78.0998908,139.49646,8.422,292.30124,38.26704
"1965","CONFIRMED",0,0,0,0,4.27103727,133.14028,2.2759,293.26245,41.36512
"1966","CANDIDATE",0,0,0,0,4.27226421,133.21863,2.113,285.20749,45.38435
"1967","CANDIDATE",0,0,0,0,2.19251903,132.2332,1.845,285.20749,45.38435
"1968","CONFIRMED",0,0,0,0,3.53232429,134.74727,2.765,295.65149,49.261292
